"location","newdate","Vaccination_Count","population","Vaccination_Rate"
"Argentina","2020-12","43392",45510324,0.1
"Argentina","2021-01","96797",45510324,0.21
"Andorra","2021-01","576",79843,0.72
"Albania","2021-01","549",2842318,0.02
"Algeria","2021-02","75000",44903228,0.17
"Anguilla","2021-02","3929",15877,24.75
"Albania","2021-02","689",2842318,0.02
"Andorra","2021-02","2390",79843,2.99
"Argentina","2021-02","966831",45510324,2.12
"Afghanistan","2021-02","8200",41128772,0.02
"Afghanistan","2021-03","54000",41128772,0.13
"Argentina","2021-03","3569187",45510324,7.84
"Armenia","2021-03","565",2780472,0.02
"Aruba","2021-03","15600",106459,14.65
"Andorra","2021-03","7098",79843,8.89
"Africa","2021-03","7745077",1426736614,0.54
"Antigua and Barbuda","2021-03","26836",93772,28.62
"Angola","2021-03","87022",35588996,0.24
"Anguilla","2021-03","5348",15877,33.68
"Argentina","2021-04","7323009",45510324,16.09
"Afghanistan","2021-04","240000",41128772,0.58
"Aruba","2021-04","54306",106459,51.01
"Andorra","2021-04","9781",79843,12.25
"Anguilla","2021-04","6115",15877,38.51
"Africa","2021-04","9912181",1426736614,0.69
"Antigua and Barbuda","2021-04","29754",93772,31.73
"Angola","2021-04","456349",35588996,1.28
"Angola","2021-05","679034",35588996,1.91
"Antigua and Barbuda","2021-05","33463",93772,35.69
"Africa","2021-05","24926439",1426736614,1.7500000000000002
"Albania","2021-05","486128",2842318,17.1
"Anguilla","2021-05","9004",15877,56.71
"Aruba","2021-05","63113",106459,59.28
"Andorra","2021-05","27613",79843,34.58
"Armenia","2021-05","33529",2780472,1.21
"Afghanistan","2021-05","480226",41128772,1.17
"Argentina","2021-05","9786453",45510324,21.5
"Angola","2021-06","943301",35588996,2.65
"Anguilla","2021-06","9264",15877,58.35
"Antigua and Barbuda","2021-06","36432",93772,38.85
"Afghanistan","2021-06","699200",41128772,1.7
"Argentina","2021-06","17544432",45510324,38.55
"Andorra","2021-06","41716",79843,52.25
"Armenia","2021-06","58518",2780472,2.0999999999999996
"Aruba","2021-06","67827",106459,63.71
"Africa","2021-06","33058603",1426736614,2.32
"Albania","2021-06","564530",2842318,19.86
"Albania","2021-07","670215",2842318,23.58
"Angola","2021-07","958373",35588996,2.69
"Anguilla","2021-07","9428",15877,59.38
"Antigua and Barbuda","2021-07","38146",93772,40.68
"Afghanistan","2021-07","742934",41128772,1.81
"Argentina","2021-07","25775005",45510324,56.64
"Andorra","2021-07","48445",79843,60.68
"Armenia","2021-07","94560",2780472,3.4
"Aruba","2021-07","72793",106459,68.38
"Africa","2021-07","43565968",1426736614,3.05
"Aruba","2021-08","78669",106459,73.9
"Armenia","2021-08","176552",2780472,6.35
"Africa","2021-08","68497000",1426736614,4.8
"Argentina","2021-08","28610680",45510324,62.87
"Andorra","2021-08","52910",79843,66.27
"Algeria","2021-08","3421279",44903228,7.62
"Antigua and Barbuda","2021-08","41061",93772,43.79
"Afghanistan","2021-08","773002",41128772,1.88
"Anguilla","2021-08","9493",15877,59.79
"Albania","2021-08","830396",2842318,29.22
"Angola","2021-08","972978",35588996,2.73
"Aruba","2021-09","81374",106459,76.44
"Afghanistan","2021-09","828601",41128772,2.01
"Angola","2021-09","2127405",35588996,5.98
"Armenia","2021-09","264695",2780472,9.52
"Anguilla","2021-09","9498",15877,59.82
"Algeria","2021-09","6017036",44903228,13.4
"Africa","2021-09","93629275",1426736614,6.56
"Argentina","2021-09","30138323",45510324,66.22
"Albania","2021-09","946495",2842318,33.3
"Antigua and Barbuda","2021-09","51148",93772,54.55
"Andorra","2021-09","54312",79843,68.02
"Andorra","2021-10","54999",79843,68.88
"Antigua and Barbuda","2021-10","56269",93772,60.01
"Albania","2021-10","998130",2842318,35.12
"Africa","2021-10","97672857",1426736614,6.85
"Argentina","2021-10","35087228",45510324,77.1
"Algeria","2021-10","6364327",44903228,14.17
"Anguilla","2021-10","9548",15877,60.14
"Armenia","2021-10","579360",2780472,20.84
"Angola","2021-10","4498272",35588996,12.64
"Aruba","2021-10","82650",106459,77.64
"Aruba","2021-11","83640",106459,78.57
"Antigua and Barbuda","2021-11","61418",93772,65.5
"Angola","2021-11","6266044",35588996,17.61
"Albania","2021-11","1072645",2842318,37.74
"Armenia","2021-11","799403",2780472,28.75
"Afghanistan","2021-11","3530173",41128772,8.58
"Africa","2021-11","151822183",1426736614,10.64
"Argentina","2021-11","37390351",45510324,82.16
"Algeria","2021-11","6875003",44903228,15.31
"Anguilla","2021-11","9911",15877,62.42
"Anguilla","2021-12","10079",15877,63.48
"Argentina","2021-12","38821408",45510324,85.3
"Afghanistan","2021-12","4142857",41128772,10.07
"Algeria","2021-12","7060737",44903228,15.72
"Africa","2021-12","193644216",1426736614,13.57
"Armenia","2021-12","934028",2780472,33.59
"Albania","2021-12","1141486",2842318,40.16
"Aruba","2021-12","84751",106459,79.61
"Angola","2021-12","7685417",35588996,21.59
"Andorra","2021-12","57085",79843,71.5
"Antigua and Barbuda","2021-12","62283",93772,66.42
"Antigua and Barbuda","2022-01","63197",93772,67.39
"Andorra","2022-01","57709",79843,72.28
"Angola","2022-01","9713546",35588996,27.29
"Aruba","2022-01","86627",106459,81.37
"Armenia","2022-01","999891",2780472,35.96
"Africa","2022-01","220590244",1426736614,15.46
"Albania","2022-01","1210040",2842318,42.57
"Algeria","2022-01","7247787",44903228,16.14
"Argentina","2022-01","40243748",45510324,88.43
"Afghanistan","2022-01","4554648",41128772,11.07
"Anguilla","2022-01","10193",15877,64.2
"Anguilla","2022-02","10370",15877,65.31
"Argentina","2022-02","40839391",45510324,89.74
"Afghanistan","2022-02","4907058",41128772,11.93
"Albania","2022-02","1269746",2842318,44.67
"Andorra","2022-02","57805",79843,72.4
"Algeria","2022-02","7456361",44903228,16.61
"Aruba","2022-02","87378",106459,82.08
"Armenia","2022-02","1100694",2780472,39.59
"Africa","2022-02","255746285",1426736614,17.93
"Angola","2022-02","9999633",35588996,28.1
"Antigua and Barbuda","2022-02","63582",93772,67.8
"Aruba","2022-03","87919",106459,82.58
"Afghanistan","2022-03","5082824",41128772,12.36
"Armenia","2022-03","1118674",2780472,40.23
"Africa","2022-03","279301078",1426736614,19.58
"Argentina","2022-03","41033209",45510324,90.16
"Albania","2022-03","1281331",2842318,45.08
"Antigua and Barbuda","2022-03","63918",93772,68.16
"Algeria","2022-03","7461932",44903228,16.62
"Anguilla","2022-03","10572",15877,66.59
"Angola","2022-03","11235059",35588996,31.57
"Andorra","2022-03","57835",79843,72.44
"Andorra","2022-04","57866",79843,72.47
"Angola","2022-04","12059919",35588996,33.89
"Anguilla","2022-04","10622",15877,66.9
"Algeria","2022-04","7840131",44903228,17.46
"Albania","2022-04","1288846",2842318,45.34
"Argentina","2022-04","41111338",45510324,90.33
"Africa","2022-04","295750921",1426736614,20.73
"Armenia","2022-04","1128072",2780472,40.57
"Afghanistan","2022-04","5287027",41128772,12.85
"Aruba","2022-04","88386",106459,83.02
"Aruba","2022-05","88814",106459,83.43
"Afghanistan","2022-05","5407462",41128772,13.15
"Africa","2022-05","310544314",1426736614,21.77
"Armenia","2022-05","1129669",2780472,40.63
"Albania","2022-05","1320244",2842318,46.45
"Algeria","2022-05","7840131",44903228,17.46
"Argentina","2022-05","41177068",45510324,90.48
"Andorra","2022-05","57880",79843,72.49
"Antigua and Barbuda","2022-05","63995",93772,68.25
"Angola","2022-05","12337467",35588996,34.67
"Anguilla","2022-05","10746",15877,67.68
"Anguilla","2022-06","10813",15877,68.1
"Aruba","2022-06","89179",106459,83.77
"Angola","2022-06","13153694",35588996,36.96
"Afghanistan","2022-06","5713284",41128772,13.89
"Antigua and Barbuda","2022-06","64091",93772,68.35
"Africa","2022-06","327543858",1426736614,22.96
"Andorra","2022-06","57886",79843,72.5
"Albania","2022-06","1326545",2842318,46.67
"Argentina","2022-06","41217330",45510324,90.57
"Argentina","2022-07","41219098",45510324,90.57
"Africa","2022-07","327556313",1426736614,22.96
"Aruba","2022-07","89190",106459,83.78
"Tokelau","2021-08","968",1893,51.14
"Tokelau","2021-10","968",1893,51.14
"Brunei","2021-04","9861",449002,2.2
"Brunei","2021-05","41655",449002,9.28
"Brunei","2021-06","69737",449002,15.53
"Brunei","2021-07","91140",449002,20.3
"Brunei","2021-08","231613",449002,51.58
"Brunei","2021-09","296963",449002,66.14
"Brunei","2021-10","352709",449002,78.54999999999998
"Brunei","2021-11","403405",449002,89.84
"Brunei","2021-12","405888",449002,90.4
"Brunei","2022-01","407042",449002,90.65
"Brunei","2022-02","407674",449002,90.8
"Brunei","2022-03","408026",449002,90.87
"Brunei","2022-04","412058",449002,91.77
"Brunei","2022-05","444293",449002,98.95
"Brunei","2022-06","445849",449002,99.3
"Cayman Islands","2021-02","9783",68722,14.24
"Bolivia","2021-02","9752",12224114,0.08
"Bolivia","2021-03","97120",12224114,0.79
"Cayman Islands","2021-03","30476",68722,44.35
"Mauritania","2021-04","7038",4736146,0.15
"Cayman Islands","2021-04","35774",68722,52.06
"Bolivia","2021-04","610534",12224114,4.99
"Bolivia","2021-05","951833",12224114,7.79
"Cayman Islands","2021-05","43235",68722,62.91
"Mauritania","2021-05","30561",4736146,0.65
"Mauritania","2021-06","42333",4736146,0.89
"Cayman Islands","2021-06","48418",68722,70.45
"Bolivia","2021-06","1885313",12224114,15.42
"Mauritania","2021-07","178483",4736146,3.77
"Bolivia","2021-07","3106488",12224114,25.41
"Cayman Islands","2021-07","49960",68722,72.7
"Tanzania","2021-08","304603",65497752,0.47
"Cayman Islands","2021-08","51514",68722,74.96
"Bolivia","2021-08","3996452",12224114,32.69
"Mauritania","2021-08","228536",4736146,4.83
"Mauritania","2021-09","311544",4736146,6.58
"Bolivia","2021-09","4299925",12224114,35.18
"Cayman Islands","2021-09","55129",68722,80.22
"Tanzania","2021-09","350000",65497752,0.53
"Cayman Islands","2021-10","56365",68722,82.02
"Bolivia","2021-10","4562128",12224114,37.32
"Mauritania","2021-10","938294",4736146,19.81
"Mauritania","2021-11","1060233",4736146,22.39
"Cayman Islands","2021-11","57952",68722,84.33
"Bolivia","2021-11","5074083",12224114,41.51
"Tanzania","2021-12","2079930",65497752,3.18
"Cayman Islands","2021-12","58591",68722,85.26
"Bolivia","2021-12","5635100",12224114,46.1
"Mauritania","2021-12","1166230",4736146,24.62
"Mauritania","2022-01","1462711",4736146,30.88
"Bolivia","2022-01","6726744",12224114,55.03
"Cayman Islands","2022-01","59308",68722,86.3
"Tanzania","2022-01","2545391",65497752,3.89
"Tanzania","2022-02","3223953",65497752,4.92
"Cayman Islands","2022-02","59591",68722,86.71
"Bolivia","2022-02","6930367",12224114,56.69
"Mauritania","2022-02","1539645",4736146,32.51
"Mauritania","2022-03","1558039",4736146,32.9
"Cayman Islands","2022-03","60364",68722,87.84
"Bolivia","2022-03","7084602",12224114,57.96
"Tanzania","2022-03","3941772",65497752,6.02
"Tanzania","2022-04","6483895",65497752,9.9
"Bolivia","2022-04","7166899",12224114,58.63
"Cayman Islands","2022-04","60801",68722,88.47
"Mauritania","2022-04","1561597",4736146,32.97
"Mauritania","2022-05","1567060",4736146,33.09
"Bolivia","2022-05","7204240",12224114,58.93
"Cayman Islands","2022-05","60995",68722,88.76
"Tanzania","2022-05","6483895",65497752,9.9
"Tanzania","2022-06","7588592",65497752,11.59
"Mauritania","2022-06","1927038",4736146,40.69
"Cayman Islands","2022-06","61307",68722,89.21
"Bolivia","2022-06","7243957",12224114,59.25999999999999
"Bolivia","2022-07","7245721",12224114,59.27
"Honduras","2021-02","2684",10432858,0.03
"Kenya","2021-03","9144",54027484,0.02
"Honduras","2021-03","7100",10432858,0.07
"Zambia","2021-04","9006",20017670,0.04
"Honduras","2021-04","55000",10432858,0.53
"Kenya","2021-04","853081",54027484,1.58
"Kenya","2021-05","969489",54027484,1.79
"Honduras","2021-05","209704",10432858,2.01
"Zambia","2021-05","90916",20017670,0.45
"Zambia","2021-06","142125",20017670,0.71
"Honduras","2021-06","625910",10432858,6
"Kenya","2021-06","998073",54027484,1.8499999999999999
"Kenya","2021-07","1058280",54027484,1.96
"Honduras","2021-07","912814",10432858,8.75
"Zambia","2021-07","284700",20017670,1.42
"Zambia","2021-08","310173",20017670,1.5499999999999998
"Honduras","2021-08","2768918",10432858,26.54
"Kenya","2021-08","1968656",54027484,3.64
"Honduras","2021-09","3207579",10432858,30.74
"Kenya","2021-09","2856972",54027484,5.29
"Zambia","2021-09","311049",20017670,1.5499999999999998
"Kenya","2021-10","3688884",54027484,6.83
"Honduras","2021-10","3841202",10432858,36.82
"Kenya","2021-11","4658835",54027484,8.62
"Honduras","2021-11","4395843",10432858,42.13
"Zambia","2021-11","806611",20017670,4.03
"Honduras","2021-12","4915362",10432858,47.11
"Kenya","2021-12","5930258",54027484,10.98
"Kenya","2022-01","6572987",54027484,12.17
"Honduras","2022-01","5035861",10432858,48.27
"Zambia","2022-02","2487149",20017670,12.42
"Honduras","2022-02","5190314",10432858,49.75
"Kenya","2022-02","8054405",54027484,14.91
"Kenya","2022-03","8994309",54027484,16.65
"Zambia","2022-03","2829929",20017670,14.14
"Honduras","2022-04","5291709",10432858,50.72
"Honduras","2022-05","6031932",10432858,57.82
"Kenya","2022-05","12525555",54027484,23.18
"Zambia","2022-05","3240892",20017670,16.19
"Kenya","2022-06","12641679",54027484,23.4
"Honduras","2022-06","6210907",10432858,59.53
"Spain","2021-01","956756",47558632,2.01
"Spain","2021-02","2567617",47558632,5.3999999999999995
"Spain","2021-03","5314076",47558632,11.17
"Spain","2021-04","9886203",47558632,20.79
"Uzbekistan","2021-04","600369",34627648,1.73
"Spain","2021-05","18178604",47558632,38.22
"Uzbekistan","2021-05","1199354",34627648,3.46
"Spain","2021-06","25627278",47558632,53.89
"Uzbekistan","2021-06","1623764",34627648,4.69
"Uzbekistan","2021-07","3667979",34627648,10.59
"Spain","2021-07","31851618",47558632,66.97
"Spain","2021-08","36533328",47558632,76.82
"Uzbekistan","2021-08","9567976",34627648,27.63
"Spain","2021-09","37702384",47558632,79.28
"Uzbekistan","2021-09","9787973",34627648,28.27
"Uzbekistan","2021-10","13499070",34627648,38.98
"Spain","2021-10","38037531",47558632,79.98
"Uzbekistan","2021-11","17487499",34627648,50.5
"Spain","2021-11","38356928",47558632,80.65
"Uzbekistan","2021-12","18056727",34627648,52.15
"Spain","2021-12","39664717",47558632,83.4
"Spain","2022-01","40918884",47558632,86.04
"Uzbekistan","2022-01","18071812",34627648,52.19
"Uzbekistan","2022-02","18446210",34627648,53.27
"Spain","2022-02","41073324",47558632,86.36
"Spain","2022-03","41153657",47558632,86.53
"Uzbekistan","2022-03","18633930",34627648,53.81
"Spain","2022-04","41200263",47558632,86.63
"Uzbekistan","2022-04","19169443",34627648,55.36
"Uzbekistan","2022-05","19463364",34627648,56.21
"Spain","2022-05","41231916",47558632,86.7
"Uzbekistan","2022-06","19699111",34627648,56.89
"Spain","2022-06","41259173",47558632,86.75
"Northern Ireland","2021-01","91417",1896000,4.82
"Northern Ireland","2021-02","525400",1896000,27.71
"Northern Ireland","2021-03","756013",1896000,39.87
"Northern Ireland","2021-04","932426",1896000,49.18
"Northern Ireland","2021-05","997605",1896000,52.62
"Northern Ireland","2021-06","1166842",1896000,61.54
"Northern Ireland","2021-07","1218732",1896000,64.28
"Northern Ireland","2021-08","1286025",1896000,67.83
"Northern Ireland","2021-09","1313395",1896000,69.27
"Northern Ireland","2021-10","1329419",1896000,70.12
"Northern Ireland","2021-11","1370570",1896000,72.29
"Northern Ireland","2021-12","1399070",1896000,73.79
"Northern Ireland","2022-01","1415247",1896000,74.64
"Northern Ireland","2022-02","1419504",1896000,74.87
"Northern Ireland","2022-03","1423833",1896000,75.1
"Northern Ireland","2022-04","1425046",1896000,75.16
"Northern Ireland","2022-05","1425532",1896000,75.19
"Northern Ireland","2022-06","1426768",1896000,75.25
"Northern Ireland","2022-07","1426821",1896000,75.25
"Cyprus","2021-01","6035",896007,0.67
"Ukraine","2021-02","3141",39701744,0.01
"Cyprus","2021-02","53617",896007,5.98
"Cyprus","2021-03","93475",896007,10.43
"Belize","2021-03","996",405285,0.25
"Ukraine","2021-03","9568",39701744,0.02
"Ukraine","2021-04","752293",39701744,1.89
"Belize","2021-04","42100",405285,10.39
"Cyprus","2021-04","176082",896007,19.65
"Cyprus","2021-05","386710",896007,43.16
"Belize","2021-05","64070",405285,15.81
"Ukraine","2021-05","999072",39701744,2.52
"Ukraine","2021-06","1965658",39701744,4.95
"Belize","2021-06","79993",405285,19.74
"Cyprus","2021-06","462527",896007,51.62
"Belize","2021-07","99591",405285,24.57
"Cyprus","2021-07","530879",896007,59.25
"Ukraine","2021-07","3571445",39701744,9
"Ukraine","2021-08","5413770",39701744,13.64
"Cyprus","2021-08","573924",896007,64.05
"Belize","2021-08","167596",405285,41.35
"Belize","2021-09","193769",405285,47.81
"Cyprus","2021-09","594999",896007,66.41
"Ukraine","2021-09","7072801",39701744,17.81
"Ukraine","2021-10","9790278",39701744,24.66
"Cyprus","2021-10","605307",896007,67.56
"Belize","2021-10","223812",405285,55.22
"Belize","2021-11","227942",405285,56.24
"Cyprus","2021-11","621701",896007,69.39
"Ukraine","2021-11","13468633",39701744,33.92
"Ukraine","2021-12","14713309",39701744,37.06
"Cyprus","2021-12","640890",896007,71.53
"Belize","2021-12","230125",405285,56.78
"Cyprus","2022-01","659912",896007,73.65
"Belize","2022-01","232515",405285,57.37
"Ukraine","2022-01","15347951",39701744,38.66
"Ukraine","2022-02","15774300",39701744,39.73
"Belize","2022-02","234370",405285,57.83
"Belize","2022-03","236015",405285,58.23
"Belize","2022-04","237071",405285,58.49
"Cyprus","2022-04","667058",896007,74.45
"Cyprus","2022-05","667664",896007,74.52
"Belize","2022-05","237502",405285,58.6
"Cyprus","2022-06","668493",896007,74.61
"Belize","2022-06","247975",405285,61.19
"Mali","2021-05","93580",22593598,0.41
"Mali","2021-06","133317",22593598,0.59
"Mali","2021-07","145016",22593598,0.64
"Mali","2021-08","210013",22593598,0.93
"Mali","2021-09","316293",22593598,1.4
"Mali","2021-10","322703",22593598,1.43
"Mali","2021-11","708943",22593598,3.14
"Mali","2021-12","877525",22593598,3.88
"Mali","2022-01","942853",22593598,4.17
"Mali","2022-02","1155936",22593598,5.12
"Mali","2022-03","1331919",22593598,5.9
"Mali","2022-04","1384090",22593598,6.13
"Mali","2022-05","1522530",22593598,6.74
"Mali","2022-06","1781525",22593598,7.89
"Gabon","2021-03","301",2388997,0.01
"Gabon","2021-04","8035",2388997,0.34
"Gabon","2021-05","8515",2388997,0.36
"Gabon","2021-06","38496",2388997,1.61
"Gabon","2021-07","52830",2388997,2.21
"Gabon","2021-08","77761",2388997,3.25
"Gabon","2021-09","84214",2388997,3.53
"Gabon","2021-10","125912",2388997,5.27
"Gabon","2021-11","166353",2388997,6.96
"Gabon","2021-12","219775",2388997,9.200000000000001
"Gabon","2022-01","277616",2388997,11.62
"Gabon","2022-03","298245",2388997,12.48
"Gabon","2022-04","300192",2388997,12.57
"Gabon","2022-05","308235",2388997,12.9
"Gabon","2022-06","308857",2388997,12.93
"Ireland","2020-12","382",5023108,0.01
"Italy","2020-12","9799",59037472,0.02
"Italy","2021-01","942291",59037472,1.6
"Ireland","2021-01","96193",5023108,1.92
"Ireland","2021-02","318130",5023108,6.33
"Italy","2021-02","3001226",59037472,5.08
"Italy","2021-03","7252791",59037472,12.29
"Ireland","2021-03","671678",5023108,13.37
"Ireland","2021-04","983485",5023108,19.58
"Italy","2021-04","9842766",59037472,16.67
"Italy","2021-05","23832980",59037472,40.37
"Ireland","2021-05","2114987",5023108,42.11
"Ireland","2021-06","2677796",5023108,53.31
"Italy","2021-06","34463140",59037472,58.38
"Italy","2021-07","38609019",59037472,65.4
"Ireland","2021-07","3399322",5023108,67.67
"Ireland","2021-08","3751375",5023108,74.68
"Italy","2021-08","42783188",59037472,72.47
"Ireland","2021-09","3827269",5023108,76.19
"Italy","2021-09","45341662",59037472,76.8
"Italy","2021-10","46720531",59037472,79.14
"Ireland","2021-10","3867368",5023108,76.99
"Ireland","2021-11","3908780",5023108,77.82
"Italy","2021-11","47322727",59037472,80.16
"Italy","2021-12","48447399",59037472,82.06
"Ireland","2021-12","3934490",5023108,78.33
"Ireland","2022-01","4051648",5023108,80.66
"Italy","2022-01","50253679",59037472,85.12
"Italy","2022-02","50677467",59037472,85.84
"Ireland","2022-02","4075372",5023108,81.13
"Ireland","2022-03","4084739",5023108,81.32
"Italy","2022-03","50777154",59037472,86.01
"Italy","2022-04","50808912",59037472,86.06
"Ireland","2022-04","4091378",5023108,81.45000000000002
"Ireland","2022-05","4095754",5023108,81.54
"Italy","2022-05","50829142",59037472,86.1
"Ireland","2022-06","4098275",5023108,81.59
"Italy","2022-06","50842375",59037472,86.12
"Italy","2022-07","50842836",59037472,86.12
"Ireland","2022-07","4098457",5023108,81.59
"Sao Tome and Principe","2021-03","9724",227393,4.28
"Sao Tome and Principe","2021-05","12374",227393,5.44
"Sao Tome and Principe","2021-06","12374",227393,5.44
"Sao Tome and Principe","2021-07","32090",227393,14.11
"Sao Tome and Principe","2021-08","32114",227393,14.12
"Sao Tome and Principe","2021-09","60559",227393,26.63
"Sao Tome and Principe","2021-10","80345",227393,35.33
"Sao Tome and Principe","2021-11","83283",227393,36.63
"Sao Tome and Principe","2021-12","86396",227393,37.99
"Sao Tome and Principe","2022-01","88983",227393,39.13
"Sao Tome and Principe","2022-03","113027",227393,49.71
"Sao Tome and Principe","2022-05","114072",227393,50.17
"Sao Tome and Principe","2022-06","124684",227393,54.83
"Taiwan","2021-03","9412",23893396,0.04
"Taiwan","2021-04","57884",23893396,0.24
"Taiwan","2021-05","92049",23893396,0.39
"Taiwan","2021-06","985084",23893396,4.12
"Taiwan","2021-07","7707830",23893396,32.26
"Taiwan","2021-08","9908979",23893396,41.47
"Taiwan","2021-09","13243149",23893396,55.43
"Taiwan","2021-10","17214718",23893396,72.05
"Taiwan","2021-11","18246772",23893396,76.37
"Taiwan","2021-12","18712858",23893396,78.32
"Taiwan","2022-01","19091332",23893396,79.9
"Taiwan","2022-02","19342050",23893396,80.95
"Taiwan","2022-03","19456216",23893396,81.43
"Taiwan","2022-04","19737798",23893396,82.61
"Taiwan","2022-05","20608998",23893396,86.25
"Taiwan","2022-06","21178300",23893396,88.64
"Taiwan","2022-07","21183085",23893396,88.66
"Panama","2021-01","8772",4408582,0.2
"South Africa","2021-02","70527",59893884,0.12
"San Marino","2021-02","35",33690,0.1
"Panama","2021-02","83733",4408582,1.9
"Panama","2021-03","243926",4408582,5.53
"San Marino","2021-03","883",33690,2.62
"South Africa","2021-03","92029",59893884,0.15
"South Africa","2021-04","317656",59893884,0.53
"San Marino","2021-04","9187",33690,27.27
"Panama","2021-04","367920",4408582,8.35
"Panama","2021-05","611280",4408582,13.87
"San Marino","2021-05","21580",33690,64.05
"South Africa","2021-05","970448",59893884,1.62
"San Marino","2021-06","21768",33690,64.61
"South Africa","2021-06","3026636",59893884,5.05
"Panama","2021-06","924456",4408582,20.97
"Panama","2021-07","982065",4408582,22.28
"South Africa","2021-07","5921627",59893884,9.89
"South Africa","2021-08","9418185",59893884,15.72
"Panama","2021-08","2733279",4408582,62
"Panama","2021-09","2939999",4408582,66.69
"South Africa","2021-09","9961650",59893884,16.63
"South Africa","2021-10","15329097",59893884,25.59
"Panama","2021-10","3037711",4408582,68.9
"Panama","2021-11","3087258",4408582,70.03
"South Africa","2021-11","17260202",59893884,28.82
"San Marino","2021-12","24306",33690,72.15
"South Africa","2021-12","18905708",59893884,31.57
"Panama","2021-12","3120802",4408582,70.79
"Panama","2022-01","3207514",4408582,72.76
"South Africa","2022-01","19611652",59893884,32.74
"San Marino","2022-01","24570",33690,72.93
"San Marino","2022-02","24583",33690,72.97
"South Africa","2022-02","20336132",59893884,33.95
"Panama","2022-02","3331140",4408582,75.56
"Panama","2022-03","3445966",4408582,78.16
"South Africa","2022-03","20934382",59893884,34.95
"San Marino","2022-03","26333",33690,78.16
"San Marino","2022-04","26347",33690,78.2
"South Africa","2022-04","21298735",59893884,35.56
"Panama","2022-04","3464188",4408582,78.58
"Panama","2022-05","3476550",4408582,78.86
"South Africa","2022-05","21742087",59893884,36.3
"San Marino","2022-05","26357",33690,78.23
"South Africa","2022-06","22028992",59893884,36.78
"Panama","2022-06","3482802",4408582,79
"Panama","2022-07","3484500",4408582,79.04
"South Africa","2022-07","22035325",59893884,36.79
"Grenada","2021-02","3000",125459,2.39
"Grenada","2021-03","9821",125459,7.83
"Grenada","2021-04","12666",125459,10.1
"Grenada","2021-05","17344",125459,13.82
"Saudi Arabia","2021-06","16293289",36408824,44.75
"Grenada","2021-06","19521",125459,15.56
"Grenada","2021-07","21453",125459,17.1
"Saudi Arabia","2021-07","18786436",36408824,51.6
"Saudi Arabia","2021-08","22218040",36408824,61.02
"Grenada","2021-08","23965",125459,19.1
"Grenada","2021-09","33132",125459,26.41
"Saudi Arabia","2021-09","23387302",36408824,64.24
"Saudi Arabia","2021-10","24208729",36408824,66.49
"Grenada","2021-10","38205",125459,30.45
"Grenada","2021-11","40353",125459,32.16
"Saudi Arabia","2021-11","24619259",36408824,67.62
"Saudi Arabia","2021-12","25017090",36408824,68.71
"Grenada","2021-12","41287",125459,32.91
"Grenada","2022-01","42467",125459,33.85
"Saudi Arabia","2022-01","25561741",36408824,70.21
"Saudi Arabia","2022-02","25960748",36408824,71.3
"Grenada","2022-02","42971",125459,34.25
"Grenada","2022-03","43305",125459,34.52
"Grenada","2022-04","43419",125459,34.61
"Grenada","2022-05","43618",125459,34.77
"Grenada","2022-06","43745",125459,34.87
"Grenada","2022-07","43772",125459,34.89
"Estonia","2020-12","876",1326064,0.07
"Estonia","2021-01","7928",1326064,0.6
"Greece","2021-01","93382",10384972,0.9
"Greece","2021-02","572174",10384972,5.51
"Estonia","2021-02","78595",1326064,5.93
"Estonia","2021-03","97611",1326064,7.36
"Greece","2021-03","997959",10384972,9.61
"Estonia","2021-04","336627",1326064,25.39
"Greece","2021-04","2153560",10384972,20.74
"Greece","2021-05","3647975",10384972,35.13
"Estonia","2021-05","472299",1326064,35.62
"Greece","2021-06","4839188",10384972,46.6
"Estonia","2021-06","559121",1326064,42.16
"Greece","2021-07","5705615",10384972,54.94
"Estonia","2021-07","638254",1326064,48.13
"Estonia","2021-08","726844",1326064,54.81
"Greece","2021-08","6056183",10384972,58.32
"Greece","2021-09","6445279",10384972,62.06
"Estonia","2021-09","758127",1326064,57.17
"Estonia","2021-10","795476",1326064,59.99
"Greece","2021-10","6638876",10384972,63.93
"Greece","2021-11","7047587",10384972,67.86
"Estonia","2021-11","827684",1326064,62.42
"Estonia","2021-12","842134",1326064,63.51
"Greece","2021-12","7469369",10384972,71.92
"Greece","2022-01","7755916",10384972,74.68
"Estonia","2022-01","854331",1326064,64.43
"Estonia","2022-02","857270",1326064,64.65
"Greece","2022-02","7858917",10384972,75.68
"Estonia","2022-03","859232",1326064,64.8
"Greece","2022-03","7898322",10384972,76.06
"Greece","2022-04","7910893",10384972,76.18
"Estonia","2022-04","860581",1326064,64.9
"Estonia","2022-05","862069",1326064,65.01
"Greece","2022-05","7915426",10384972,76.22
"Greece","2022-06","7919273",10384972,76.26
"Estonia","2022-06","863100",1326064,65.09
"Estonia","2022-07","863131",1326064,65.09
"Greece","2022-07","7919400",10384972,76.26
"Finland","2021-02","391462",5540745,7.07
"Finland","2021-03","861351",5540745,15.55
"Finland","2021-04","993721",5540745,17.93
"Finland","2021-05","2469560",5540745,44.57
"Finland","2021-06","3229102",5540745,58.28
"Finland","2021-07","3639933",5540745,65.69
"Finland","2021-08","4021577",5540745,72.58
"Finland","2021-09","4128549",5540745,74.51
"Finland","2021-10","4232878",5540745,76.4
